filename,features,species
Accipiter_gentilis/308130.mp3,0000000000.npy,Accipiter_gentilis
Accipiter_gentilis/102849.mp3,0000000001.npy,Accipiter_gentilis
Accipiter_gentilis/308382.mp3,0000000002.npy,Accipiter_gentilis
Accipiter_gentilis/105802.mp3,0000000003.npy,Accipiter_gentilis
Accipiter_gentilis/308687.mp3,0000000004.npy,Accipiter_gentilis
Accipiter_gentilis/106810.mp3,0000000005.npy,Accipiter_gentilis
Accipiter_gentilis/309593.mp3,0000000006.npy,Accipiter_gentilis
Accipiter_gentilis/107271.mp3,0000000007.npy,Accipiter_gentilis
Accipiter_gentilis/309596.mp3,0000000008.npy,Accipiter_gentilis
Accipiter_gentilis/109503.mp3,0000000009.npy,Accipiter_gentilis
Accipiter_gentilis/309594.mp3,0000000010.npy,Accipiter_gentilis
Accipiter_gentilis/109711.mp3,0000000011.npy,Accipiter_gentilis
Accipiter_gentilis/309597.mp3,0000000012.npy,Accipiter_gentilis
Accipiter_gentilis/111991.mp3,0000000013.npy,Accipiter_gentilis
Accipiter_gentilis/31651.mp3,0000000014.npy,Accipiter_gentilis
Accipiter_gentilis/121312.mp3,0000000015.npy,Accipiter_gentilis
Accipiter_gentilis/324213.mp3,0000000016.npy,Accipiter_gentilis
Accipiter_gentilis/124805.mp3,0000000017.npy,Accipiter_gentilis
Accipiter_gentilis/327242.mp3,0000000018.npy,Accipiter_gentilis
Accipiter_gentilis/124806.mp3,0000000019.npy,Accipiter_gentilis
Accipiter_gentilis/327243.mp3,0000000020.npy,Accipiter_gentilis
Accipiter_gentilis/126082.mp3,0000000021.npy,Accipiter_gentilis
Accipiter_gentilis/328061.mp3,0000000022.npy,Accipiter_gentilis
Accipiter_gentilis/126640.mp3,0000000023.npy,Accipiter_gentilis
Accipiter_gentilis/330757.mp3,0000000024.npy,Accipiter_gentilis
Accipiter_gentilis/126643.mp3,0000000025.npy,Accipiter_gentilis
Accipiter_gentilis/337878.mp3,0000000026.npy,Accipiter_gentilis
Accipiter_gentilis/126644.mp3,0000000027.npy,Accipiter_gentilis
Accipiter_gentilis/341718.mp3,0000000028.npy,Accipiter_gentilis
Accipiter_gentilis/129861.mp3,0000000029.npy,Accipiter_gentilis
Accipiter_gentilis/341719.mp3,0000000030.npy,Accipiter_gentilis
Accipiter_gentilis/130257.mp3,0000000031.npy,Accipiter_gentilis
Accipiter_gentilis/341720.mp3,0000000032.npy,Accipiter_gentilis
Accipiter_gentilis/134628.mp3,0000000033.npy,Accipiter_gentilis
Accipiter_gentilis/342966.mp3,0000000034.npy,Accipiter_gentilis
Accipiter_gentilis/143032.mp3,0000000035.npy,Accipiter_gentilis
Accipiter_gentilis/347573.mp3,0000000036.npy,Accipiter_gentilis
Accipiter_gentilis/146173.mp3,0000000037.npy,Accipiter_gentilis
Accipiter_gentilis/348131.mp3,0000000038.npy,Accipiter_gentilis
Accipiter_gentilis/152006.mp3,0000000039.npy,Accipiter_gentilis
Accipiter_gentilis/356137.mp3,0000000040.npy,Accipiter_gentilis
Accipiter_gentilis/165760.mp3,0000000041.npy,Accipiter_gentilis
Accipiter_gentilis/356676.mp3,0000000042.npy,Accipiter_gentilis
Accipiter_gentilis/167479.mp3,0000000043.npy,Accipiter_gentilis
Accipiter_gentilis/357743.mp3,0000000044.npy,Accipiter_gentilis
Accipiter_gentilis/181140.mp3,0000000045.npy,Accipiter_gentilis
Accipiter_gentilis/358163.mp3,0000000046.npy,Accipiter_gentilis
Accipiter_gentilis/181505.mp3,0000000047.npy,Accipiter_gentilis
Accipiter_gentilis/358611.mp3,0000000048.npy,Accipiter_gentilis
Accipiter_gentilis/181823.mp3,0000000049.npy,Accipiter_gentilis
Accipiter_gentilis/358781.mp3,0000000050.npy,Accipiter_gentilis
Accipiter_gentilis/183577.mp3,0000000051.npy,Accipiter_gentilis
Accipiter_gentilis/358782.mp3,0000000052.npy,Accipiter_gentilis
Accipiter_gentilis/184782.mp3,0000000053.npy,Accipiter_gentilis
Accipiter_gentilis/361645.mp3,0000000054.npy,Accipiter_gentilis
Accipiter_gentilis/186183.mp3,0000000055.npy,Accipiter_gentilis
Accipiter_gentilis/361877.mp3,0000000056.npy,Accipiter_gentilis
Accipiter_gentilis/188988.mp3,0000000057.npy,Accipiter_gentilis
Accipiter_gentilis/369692.mp3,0000000058.npy,Accipiter_gentilis
Accipiter_gentilis/193095.mp3,0000000059.npy,Accipiter_gentilis
Accipiter_gentilis/373099.mp3,0000000060.npy,Accipiter_gentilis
Accipiter_gentilis/193730.mp3,0000000061.npy,Accipiter_gentilis
Accipiter_gentilis/373919.mp3,0000000062.npy,Accipiter_gentilis
Accipiter_gentilis/196982.mp3,0000000063.npy,Accipiter_gentilis
Accipiter_gentilis/377073.mp3,0000000064.npy,Accipiter_gentilis
Accipiter_gentilis/198491.mp3,0000000065.npy,Accipiter_gentilis
Accipiter_gentilis/377074.mp3,0000000066.npy,Accipiter_gentilis
Accipiter_gentilis/215067.mp3,0000000067.npy,Accipiter_gentilis
Accipiter_gentilis/377076.mp3,0000000068.npy,Accipiter_gentilis
Accipiter_gentilis/215431.mp3,0000000069.npy,Accipiter_gentilis
Accipiter_gentilis/378250.mp3,0000000070.npy,Accipiter_gentilis
Accipiter_gentilis/215570.mp3,0000000071.npy,Accipiter_gentilis
Accipiter_gentilis/378511.mp3,0000000072.npy,Accipiter_gentilis
Accipiter_gentilis/217623.mp3,0000000073.npy,Accipiter_gentilis
Accipiter_gentilis/378618.mp3,0000000074.npy,Accipiter_gentilis
Accipiter_gentilis/232498.mp3,0000000075.npy,Accipiter_gentilis
Accipiter_gentilis/382023.mp3,0000000076.npy,Accipiter_gentilis
