filename,features,species
Carduelis_cannabina/194585.mp3,0000008275.npy,Carduelis_cannabina
Carduelis_cannabina/100658.mp3,0000008276.npy,Carduelis_cannabina
Carduelis_cannabina/194936.mp3,0000008277.npy,Carduelis_cannabina
Carduelis_cannabina/101114.mp3,0000008278.npy,Carduelis_cannabina
Carduelis_cannabina/196238.mp3,0000008279.npy,Carduelis_cannabina
Carduelis_cannabina/101996.mp3,0000008280.npy,Carduelis_cannabina
Carduelis_cannabina/196251.mp3,0000008281.npy,Carduelis_cannabina
Carduelis_cannabina/107147.mp3,0000008282.npy,Carduelis_cannabina
Carduelis_cannabina/199710.mp3,0000008283.npy,Carduelis_cannabina
Carduelis_cannabina/112610.mp3,0000008284.npy,Carduelis_cannabina
Carduelis_cannabina/196779.mp3,0000008285.npy,Carduelis_cannabina
Carduelis_cannabina/120706.mp3,0000008286.npy,Carduelis_cannabina
Carduelis_cannabina/200300.mp3,0000008287.npy,Carduelis_cannabina
Carduelis_cannabina/120708.mp3,0000008288.npy,Carduelis_cannabina
Carduelis_cannabina/200306.mp3,0000008289.npy,Carduelis_cannabina
Carduelis_cannabina/120709.mp3,0000008290.npy,Carduelis_cannabina
Carduelis_cannabina/233212.mp3,0000008291.npy,Carduelis_cannabina
Carduelis_cannabina/120734.mp3,0000008292.npy,Carduelis_cannabina
Carduelis_cannabina/233630.mp3,0000008293.npy,Carduelis_cannabina
Carduelis_cannabina/120735.mp3,0000008294.npy,Carduelis_cannabina
Carduelis_cannabina/233801.mp3,0000008295.npy,Carduelis_cannabina
Carduelis_cannabina/127550.mp3,0000008296.npy,Carduelis_cannabina
Carduelis_cannabina/234716.mp3,0000008297.npy,Carduelis_cannabina
Carduelis_cannabina/127565.mp3,0000008298.npy,Carduelis_cannabina
Carduelis_cannabina/234877.mp3,0000008299.npy,Carduelis_cannabina
Carduelis_cannabina/129471.mp3,0000008300.npy,Carduelis_cannabina
Carduelis_cannabina/235502.mp3,0000008301.npy,Carduelis_cannabina
Carduelis_cannabina/131534.mp3,0000008302.npy,Carduelis_cannabina
Carduelis_cannabina/237257.mp3,0000008303.npy,Carduelis_cannabina
Carduelis_cannabina/133459.mp3,0000008304.npy,Carduelis_cannabina
Carduelis_cannabina/243596.mp3,0000008305.npy,Carduelis_cannabina
Carduelis_cannabina/133718.mp3,0000008306.npy,Carduelis_cannabina
Carduelis_cannabina/245750.mp3,0000008307.npy,Carduelis_cannabina
Carduelis_cannabina/134405.mp3,0000008308.npy,Carduelis_cannabina
Carduelis_cannabina/245753.mp3,0000008309.npy,Carduelis_cannabina
Carduelis_cannabina/134904.mp3,0000008310.npy,Carduelis_cannabina
Carduelis_cannabina/245842.mp3,0000008311.npy,Carduelis_cannabina
Carduelis_cannabina/135260.mp3,0000008312.npy,Carduelis_cannabina
Carduelis_cannabina/246881.mp3,0000008313.npy,Carduelis_cannabina
Carduelis_cannabina/138224.mp3,0000008314.npy,Carduelis_cannabina
Carduelis_cannabina/246977.mp3,0000008315.npy,Carduelis_cannabina
Carduelis_cannabina/139168.mp3,0000008316.npy,Carduelis_cannabina
Carduelis_cannabina/247565.mp3,0000008317.npy,Carduelis_cannabina
Carduelis_cannabina/139631.mp3,0000008318.npy,Carduelis_cannabina
Carduelis_cannabina/252172.mp3,0000008319.npy,Carduelis_cannabina
Carduelis_cannabina/139714.mp3,0000008320.npy,Carduelis_cannabina
Carduelis_cannabina/253503.mp3,0000008321.npy,Carduelis_cannabina
Carduelis_cannabina/142417.mp3,0000008322.npy,Carduelis_cannabina
Carduelis_cannabina/254357.mp3,0000008323.npy,Carduelis_cannabina
Carduelis_cannabina/143447.mp3,0000008324.npy,Carduelis_cannabina
Carduelis_cannabina/254575.mp3,0000008325.npy,Carduelis_cannabina
Carduelis_cannabina/144053.mp3,0000008326.npy,Carduelis_cannabina
Carduelis_cannabina/25747.mp3,0000008327.npy,Carduelis_cannabina
Carduelis_cannabina/145391.mp3,0000008328.npy,Carduelis_cannabina
Carduelis_cannabina/25831.mp3,0000008329.npy,Carduelis_cannabina
Carduelis_cannabina/145535.mp3,0000008330.npy,Carduelis_cannabina
Carduelis_cannabina/260239.mp3,0000008331.npy,Carduelis_cannabina
Carduelis_cannabina/150055.mp3,0000008332.npy,Carduelis_cannabina
Carduelis_cannabina/262721.mp3,0000008333.npy,Carduelis_cannabina
Carduelis_cannabina/153274.mp3,0000008334.npy,Carduelis_cannabina
Carduelis_cannabina/265202.mp3,0000008335.npy,Carduelis_cannabina
Carduelis_cannabina/161759.mp3,0000008336.npy,Carduelis_cannabina
Carduelis_cannabina/266775.mp3,0000008337.npy,Carduelis_cannabina
Carduelis_cannabina/161921.mp3,0000008338.npy,Carduelis_cannabina
Carduelis_cannabina/268996.mp3,0000008339.npy,Carduelis_cannabina
Carduelis_cannabina/161922.mp3,0000008340.npy,Carduelis_cannabina
Carduelis_cannabina/269642.mp3,0000008341.npy,Carduelis_cannabina
Carduelis_cannabina/165002.mp3,0000008342.npy,Carduelis_cannabina
Carduelis_cannabina/269643.mp3,0000008343.npy,Carduelis_cannabina
Carduelis_cannabina/167178.mp3,0000008344.npy,Carduelis_cannabina
Carduelis_cannabina/270083.mp3,0000008345.npy,Carduelis_cannabina
Carduelis_cannabina/169474.mp3,0000008346.npy,Carduelis_cannabina
Carduelis_cannabina/270311.mp3,0000008347.npy,Carduelis_cannabina
Carduelis_cannabina/170886.mp3,0000008348.npy,Carduelis_cannabina
Carduelis_cannabina/270313.mp3,0000008349.npy,Carduelis_cannabina
Carduelis_cannabina/170887.mp3,0000008350.npy,Carduelis_cannabina
Carduelis_cannabina/27401.mp3,0000008351.npy,Carduelis_cannabina
Carduelis_cannabina/171323.mp3,0000008352.npy,Carduelis_cannabina
Carduelis_cannabina/27693.mp3,0000008353.npy,Carduelis_cannabina
Carduelis_cannabina/172173.mp3,0000008354.npy,Carduelis_cannabina
